48	449
49	733
50	556
50	1021
51	192
51	304
51	409
51	459
51	615
51	686
51	688
51	721
51	834
51	960
51	1003
51	1004
51	1055
51	1106
51	1108
51	1115
51	1266
54	367
55	367
82	2066
82	318
102	1681
110	238
132	535
134	629
134	728
148	148
148	1360
148	1464
152	1129
153	161
153	1592
153	326
153	387
153	435
153	2021
153	746
153	1074
162	441
167	1427
175	2055
176	143
176	176
176	178
176	194
176	1018
176	2020
176	1133
178	178
186	1035
192	1522
213	2032
229	2030
229	229
229	230
229	2031
229	233
229	234
249	435
269	146
276	152
282	277
283	279
309	1016
309	1058
315	278
315	283
315	320
318	1166
326	387
326	799
326	1077
328	106
343	1272
344	1283
344	1418
350	351
350	1678
350	2034
364	1170
373	302
373	470
373	964
374	375
380	846
380	1385
391	1570
391	909
391	2041
398	716
403	403
415	375
415	415
415	2022
415	637
415	703
415	734
415	785
415	976
415	1387
417	418
426	1325
426	1585
436	839
456	691
456	1424
459	1254
478	1316
486	486
486	1179
490	1506
492	148
492	403
492	412
492	846
492	1052
492	1334
492	1360
492	1385
492	1464
510	982
519	230
525	234
548	1017
554	590
555	1670
557	556
572	12
580	530
589	443
598	1457
601	601
601	1361
609	595
609	1102
628	1448
633	177
633	178
633	374
633	426
633	816
633	1690
633	1121
633	1325
633	1585
635	277
635	355
635	459
635	848
635	1123
635	1272
635	1401
643	148
650	49
650	114
650	169
650	1578
650	253
650	278
650	486
650	543
650	567
650	634
650	652
650	665
650	735
650	782
650	2045
650	971
650	1088
650	1441
654	251
667	10
667	108
667	126
667	385
667	1538
667	445
667	560
667	1580
667	667
667	785
667	862
667	983
667	1421
686	204
688	123
688	204
688	359
688	409
688	686
688	721
688	796
688	834
688	1003
688	1004
688	1114
688	1115
688	1235
694	438
694	451
701	965
701	1115
701	1348
703	53
706	49
706	308
706	543
706	567
706	1088
716	1316
719	466
727	1004
728	95
728	134
728	142
728	240
728	321
728	538
728	622
728	629
728	775
728	817
728	810
728	957
728	1105
728	1301
728	1357
728	1399
728	1408
729	536
771	102
771	117
771	156
771	167
771	311
771	347
771	350
771	423
771	619
771	1513
771	812
771	855
771	1009
771	1022
771	1054
771	1630
771	1174
771	1190
771	1237
771	1238
771	1291
771	1378
771	1391
771	1554
771	1459
799	984
816	426
816	628
816	816
816	1121
816	1325
816	1585
820	236
828	2044
828	1174
832	589
839	840
855	2036
855	2035
855	1190
857	381
857	835
857	850
859	358
861	2042
868	413
956	781
960	103
977	966
995	635
1000	359
1000	1004
1000	1159
1000	2023
1002	1110
1009	323
1009	2056
1009	2057
1009	2058
1028	1160
1035	1171
1079	1649
1093	110
1098	123
1107	162
1109	459
1109	1254
1122	721
1122	874
1131	1144
1136	97
1136	713
1136	763
1136	959
1136	1134
1136	1319
1136	1362
1136	1474
1136	1506
1140	586
1147	12
1147	1169
1147	1319
1161	66
1161	85
1161	282
1161	346
1161	571
1161	586
1161	635
1161	1028
1161	1203
1161	1272
1168	2033
1177	1178
1186	802
1186	1187
1186	1227
1188	1189
1188	1271
1190	2049
1190	2050
1190	2051
1190	2052
1190	2048
1190	2047
1190	2053
1190	1190
1190	1223
1190	2054
1200	318
1200	963
1200	1281
1203	2063
1212	51
1212	86
1212	123
1212	132
1212	192
1212	459
1212	490
1212	572
1212	587
1212	602
1212	614
1212	615
1212	630
1212	642
1212	643
1212	688
1212	701
1212	721
1212	763
1212	814
1212	1106
1212	1122
1212	1136
1212	1140
1212	1147
1212	1161
1212	1288
1212	1312
1212	1348
1212	1362
1229	332
1229	642
1229	1229
1229	1312
1237	2028
1238	167
1238	1054
1238	2026
1238	1239
1238	2025
1238	1241
1238	2024
1254	1254
1264	269
1297	1297
1301	729
1302	150
1309	152
1309	276
1311	169
1319	960
1319	1115
1319	1266
1357	1358
1361	585
1362	959
1378	969
1386	13
1386	703
1386	869
1386	1383
1417	14
1417	109
1417	591
1417	631
1417	1149
1417	1384
1417	1454
1417	1472
1418	1663
1424	673
1446	1323
1448	426
1457	278
1459	2040
1478	49
1478	253
1478	567
1478	773
1478	1451
1495	35
1495	645
1515	854
1515	1011
1516	51
1516	86
1516	123
1516	132
1516	192
1516	459
1516	490
1516	572
1516	587
1516	609
1516	614
1516	615
1516	630
1516	642
1516	643
1516	688
1516	701
1516	721
1516	763
1516	814
1516	1106
1516	1122
1516	1136
1516	1140
1516	1147
1516	1161
1516	1213
1516	1288
1516	1312
1516	1348
1516	1362
1517	2038
1517	2039
1517	2037
1517	1024
1519	1511
1525	161
1525	1592
1525	326
1525	387
1525	435
1525	2021
1525	746
1525	1074
1537	2061
1539	2062
1541	2065
1545	1035
1546	2071
1593	618
1597	2027
1601	1129
1603	2029
1618	271
1622	1994
1622	825
1622	838
1627	2043
1656	522
1656	2059
1656	931
1656	2060
1667	2064
1669	35
1671	668
1687	2069
1687	2070
1695	2072
1695	2070
1989	35
2005	152
2005	1309
2015	618
2016	837
2017	2046
2018	1204
2019	216
2019	2067
2019	2068
2019	887
