1	420
1	637
1	1387
1	1418
33	891
33	1302
48	1424
51	48
51	50
51	604
51	698
51	814
51	1114
51	1150
51	1203
54	438
55	55
66	346
106	332
148	380
148	403
152	720
153	25
153	155
153	1158
153	1300
155	1158
156	102
161	746
161	1215
161	1206
161	1357
162	667
175	823
175	1244
176	177
176	180
176	1424
184	155
207	1560
207	759
207	764
208	1190
210	1353
210	1510
213	1691
234	230
234	233
249	1206
251	654
260	53
260	264
260	405
260	1424
269	999
279	1450
283	275
308	971
309	308
309	310
311	1190
315	2005
318	983
328	47
336	1150
343	395
343	609
343	612
343	857
344	1490
358	1390
364	1188
380	381
380	382
380	380
380	379
393	869
398	359
403	1334
413	412
415	178
415	395
417	420
417	421
435	1200
436	234
438	1121
441	449
451	696
451	698
456	457
456	472
456	528
456	558
456	973
456	1020
490	488
492	343
492	346
492	381
492	377
492	382
492	380
492	379
492	403
492	488
492	595
492	609
492	835
492	850
492	857
492	1280
510	1991
519	1464
520	75
520	436
520	519
520	525
520	968
538	1136
554	11
567	565
567	1478
587	585
591	55
598	276
602	368
602	373
602	383
602	600
602	974
608	610
609	382
615	1021
628	479
633	178
633	395
633	628
633	638
633	747
633	880
635	343
635	346
635	381
635	395
635	615
635	664
635	823
635	857
635	999
635	1159
635	1178
635	1271
635	1280
643	50
644	1626
650	90
650	331
650	344
650	2011
650	486
650	581
650	589
650	653
650	654
650	1693
650	672
650	695
650	733
650	803
650	2008
650	963
650	983
650	1021
650	1170
650	1178
650	1175
650	1176
650	1177
650	1190
650	1490
667	48
667	53
667	114
667	393
667	443
667	480
667	548
667	562
667	580
667	654
667	747
667	764
667	774
667	963
667	1017
667	1133
667	1383
686	691
688	48
688	610
688	684
688	691
688	987
694	696
694	698
703	178
706	650
706	1175
706	1177
719	146
727	2014
727	1121
728	11
728	35
728	152
728	167
728	342
728	365
728	518
728	536
728	1993
728	693
728	720
728	729
728	731
728	733
728	1994
728	820
728	824
728	963
728	1020
728	1159
728	1264
728	1992
728	1281
728	1358
728	1494
746	1200
746	1206
771	770
771	772
771	773
771	775
771	777
771	1209
777	254
816	178
816	2006
816	1035
820	159
834	835
850	457
850	999
855	311
855	2008
857	457
857	999
859	1100
869	862
869	1383
956	1990
960	1424
977	229
980	715
991	1368
995	857
1002	1119
1004	1003
1098	198
1110	695
1110	698
1115	1112
1119	1119
1120	1361
1131	1136
1133	1417
1134	1385
1147	1146
1147	1148
1147	1149
1148	557
1149	55
1161	2
1161	75
1161	85
1161	233
1161	254
1161	336
1161	368
1161	383
1161	524
1161	623
1161	1099
1161	1150
1161	1158
1161	1159
1161	1253
1161	1271
1161	1368
1168	2007
1170	1568
1170	1599
1170	1171
1172	728
1175	1021
1186	2
1186	1188
1186	1243
1186	1995
1188	1188
1190	2012
1200	1215
1212	1997
1212	1996
1212	68
1212	140
1212	155
1212	332
1212	455
1212	525
1212	557
1212	586
1212	1990
1212	698
1212	731
1212	901
1212	982
1212	1100
1212	1998
1212	1168
1212	1169
1212	1177
1212	1215
1212	1244
1212	1319
1212	1334
1212	1343
1229	47
1229	336
1231	1292
1237	2003
1238	759
1238	1999
1238	1243
1238	1244
1238	1647
1253	66
1254	345
1266	1112
1270	2
1270	1992
1270	1646
1270	1271
1270	2000
1284	1696
1291	1292
1292	820
1297	1629
1297	819
1297	837
1302	963
1309	315
1316	716
1319	55
1319	409
1334	1280
1339	355
1357	445
1357	983
1362	1361
1367	449
1368	457
1378	2009
1383	633
1386	395
1386	419
1386	449
1386	480
1386	581
1386	638
1386	703
1386	764
1386	1387
1386	1417
1390	23
1400	343
1400	857
1400	1021
1412	1098
1446	420
1459	2003
1478	565
1478	1478
1494	1495
1508	1568
1510	1353
1513	207
1513	1560
1513	759
1513	764
1513	1284
1513	1508
1513	1680
1513	2002
1514	1691
1516	1997
1516	1996
1516	68
1516	2004
1516	155
1516	332
1516	525
1516	557
1516	586
1516	1990
1516	698
1516	731
1516	901
1516	982
1516	1100
1516	1998
1516	1168
1516	1169
1516	1177
1516	1215
1516	1244
1516	1319
1516	1334
1516	1343
1518	126
1518	170
1521	492
1521	846
1521	1361
1525	25
1525	155
1525	1158
1525	1300
1541	1098
1550	1508
1555	2002
1568	2010
1573	1353
1573	1510
1588	207
1597	2001
1601	720
1605	1680
1625	846
1657	146
1666	1633
1668	2013
1669	32
1691	1615
1989	32
