45	437
46	731
47	556
47	1024
48	192
48	303
48	409
48	458
48	615
48	686
48	688
48	719
48	831
48	965
48	1002
48	1003
48	1054
48	1106
48	1108
48	1118
48	1266
54	366
55	366
82	317
82	1645
101	5092
110	237
133	533
134	629
134	726
148	148
148	1360
148	1464
152	1129
153	163
153	324
153	387
153	434
153	746
153	1074
153	1916
153	3503
161	442
168	1429
175	3813
176	143
176	176
176	178
176	194
176	1021
176	1133
176	2214
178	178
186	1032
192	1750
212	5282
228	228
228	229
228	232
228	233
228	4861
228	4862
248	434
268	146
275	152
281	276
282	278
308	1014
308	1057
314	277
314	282
314	319
317	1166
324	387
324	799
324	1077
326	106
343	1272
344	1283
344	1418
350	352
350	3085
350	5017
358	1170
368	373
374	300
374	469
374	958
381	845
381	1384
391	913
391	4269
391	4296
398	716
402	402
415	373
415	415
415	636
415	703
415	732
415	785
415	975
415	1386
415	2449
417	418
425	1322
425	5398
435	839
444	691
444	1424
458	1254
480	1315
486	486
486	1178
490	1506
492	148
492	402
492	411
492	845
492	1051
492	1334
492	1360
492	1384
492	1464
510	981
519	229
526	233
548	1017
554	591
555	4770
557	556
571	12
580	530
589	439
598	1457
601	601
601	1361
609	595
609	1102
628	1447
631	177
631	178
631	368
631	425
631	812
631	1121
631	1322
631	1784
631	5398
633	276
633	375
633	458
633	848
633	1123
633	1272
633	1400
643	148
650	46
650	114
650	169
650	252
650	277
650	486
650	542
650	566
650	632
650	652
650	664
650	734
650	782
650	970
650	1088
650	1441
650	1891
650	2431
654	250
667	10
667	108
667	125
667	385
667	454
667	560
667	667
667	785
667	862
667	982
667	1421
667	1980
667	4069
686	203
688	123
688	203
688	362
688	409
688	686
688	719
688	796
688	831
688	1002
688	1003
688	1117
688	1118
688	1235
694	441
694	445
701	959
701	1118
701	1348
703	53
706	46
706	307
706	542
706	566
706	1088
716	1315
725	1003
726	95
726	134
726	142
726	239
726	320
726	538
726	622
726	629
726	775
726	813
726	835
726	956
726	1105
726	1300
726	1357
726	1399
726	1412
728	536
743	465
771	101
771	116
771	156
771	168
771	310
771	347
771	350
771	423
771	619
771	837
771	855
771	1008
771	1018
771	1053
771	1174
771	1190
771	1237
771	1238
771	1295
771	1377
771	1391
771	1459
771	1684
771	2935
771	4076
799	983
812	425
812	628
812	812
812	1121
812	1322
812	5398
816	236
824	1174
824	3584
828	589
839	840
855	1190
855	3145
855	3341
857	377
857	830
857	850
859	361
861	5377
869	412
955	781
965	103
978	960
995	633
1001	1110
1008	322
1008	5232
1008	5234
1008	5235
1015	362
1015	1003
1015	1159
1028	1160
1032	1171
1079	4285
1094	110
1096	123
1107	161
1109	458
1109	1254
1122	719
1122	876
1131	1143
1136	97
1136	713
1136	763
1136	964
1136	1134
1136	1318
1136	1362
1136	1474
1136	1506
1140	586
1146	12
1146	1169
1146	1318
1161	66
1161	85
1161	281
1161	346
1161	570
1161	586
1161	633
1161	1028
1161	1203
1161	1272
1168	4081
1179	1175
1186	802
1186	1187
1186	1227
1188	1189
1188	1271
1190	1190
1190	1221
1190	2450
1190	5030
1190	5031
1190	5032
1190	5033
1190	5034
1190	5035
1200	317
1200	966
1200	1281
1203	4726
1213	48
1213	86
1213	123
1213	133
1213	192
1213	458
1213	490
1213	571
1213	587
1213	602
1213	614
1213	615
1213	635
1213	642
1213	643
1213	688
1213	701
1213	719
1213	763
1213	810
1213	1106
1213	1122
1213	1136
1213	1140
1213	1146
1213	1161
1213	1288
1213	1312
1213	1348
1213	1362
1229	330
1229	642
1229	1229
1229	1312
1237	3527
1238	168
1238	1053
1238	1239
1238	1240
1238	1552
1238	5077
1238	5102
1254	1254
1264	268
1297	1297
1300	728
1301	151
1309	152
1309	275
1311	169
1318	965
1318	1118
1318	1266
1357	1358
1361	585
1362	964
1377	967
1385	13
1385	703
1385	870
1385	1383
1417	14
1417	109
1417	590
1417	638
1417	1148
1417	1387
1417	1454
1417	1473
1418	1814
1424	673
1446	1323
1447	425
1457	277
1459	5430
1478	46
1478	252
1478	566
1478	773
1478	1451
1494	30
1494	644
1517	3640
1518	163
1518	324
1518	387
1518	434
1518	746
1518	1074
1518	1916
1518	3503
1576	1020
1576	2006
1576	3248
1576	3873
1620	1129
1683	618
1809	4089
1853	4201
2091	30
2092	30
2187	833
2443	618
2929	1846
3180	854
3180	1009
3183	48
3183	86
3183	123
3183	133
3183	192
3183	458
3183	490
3183	571
3183	587
3183	609
3183	614
3183	615
3183	635
3183	642
3183	643
3183	688
3183	701
3183	719
3183	763
3183	810
3183	1106
3183	1122
3183	1136
3183	1140
3183	1146
3183	1161
3183	1214
3183	1288
3183	1312
3183	1348
3183	1362
3522	2428
3547	270
3594	821
3594	834
3594	1797
3652	5310
3997	5776
4246	1205
4396	522
4396	935
4396	3129
4396	4166
4484	5653
4582	152
4582	1309
4757	4192
4771	668
5028	215
5028	887
5028	5322
5197	1032
5216	4573
5216	5406
5391	4806
5391	5406
