artistMbid"	"tagname"	"tagcount"	"tagurl"
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	pop	100	http://www.last.fm/tag/pop
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	russian	76	http://www.last.fm/tag/russian
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Ukrainian	50	http://www.last.fm/tag/ukrainian
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	dance	42	http://www.last.fm/tag/dance
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Russian Pop	24	http://www.last.fm/tag/russian%20pop
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	female vocalists	20	http://www.last.fm/tag/female%20vocalists
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	rnb	9	http://www.last.fm/tag/rnb
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	sexy	5	http://www.last.fm/tag/sexy
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Ukraine	5	http://www.last.fm/tag/ukraine
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	ukrainian pop	5	http://www.last.fm/tag/ukrainian%20pop
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	ViaGra	4	http://www.last.fm/tag/viagra
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	female	3	http://www.last.fm/tag/female
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Via Gra	3	http://www.last.fm/tag/via%20gra
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	kircore	3	http://www.last.fm/tag/kircore
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	electronic	3	http://www.last.fm/tag/electronic
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	alternative	2	http://www.last.fm/tag/alternative
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	the worst thing ever to happen to music	2	http://www.last.fm/tag/the%20worst%20thing%20ever%20to%20happen%20to%20music
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	sweet pussy	2	http://www.last.fm/tag/sweet%20pussy
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	love songs	2	http://www.last.fm/tag/love%20songs
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	vagina and breasts	2	http://www.last.fm/tag/vagina%20and%20breasts
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	electro	2	http://www.last.fm/tag/electro
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	electronica	2	http://www.last.fm/tag/electronica
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	ukrainian music	2	http://www.last.fm/tag/ukrainian%20music
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	techno	2	http://www.last.fm/tag/techno
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	true russian punk rock	2	http://www.last.fm/tag/true%20russian%20punk%20rock
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Meladze	1	http://www.last.fm/tag/meladze
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	anal-driven fecalomatateus	1	http://www.last.fm/tag/anal-driven%20fecalomatateus
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	boobs	1	http://www.last.fm/tag/boobs
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	vaginal vantus	1	http://www.last.fm/tag/vaginal%20vantus
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Ukrainian Dance	1	http://www.last.fm/tag/ukrainian%20dance
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	cooter hole	1	http://www.last.fm/tag/cooter%20hole
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	fuckin vote for pictures	1	http://www.last.fm/tag/fuckin%20vote%20for%20pictures
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	mime of charisma	1	http://www.last.fm/tag/mime%20of%20charisma
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	masturbation fodder	1	http://www.last.fm/tag/masturbation%20fodder
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	popsa	1	http://www.last.fm/tag/popsa
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	erection music	1	http://www.last.fm/tag/erection%20music
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	dake-bonoism	1	http://www.last.fm/tag/dake-bonoism
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	cylindrical awareness	1	http://www.last.fm/tag/cylindrical%20awareness
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	grouper fish	1	http://www.last.fm/tag/grouper%20fish
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	grumpy still skin	1	http://www.last.fm/tag/grumpy%20still%20skin
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	where gods began	1	http://www.last.fm/tag/where%20gods%20began
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	cooter holes	1	http://www.last.fm/tag/cooter%20holes
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	filtered extremity	1	http://www.last.fm/tag/filtered%20extremity
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	swirling tunnel dreams	1	http://www.last.fm/tag/swirling%20tunnel%20dreams
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	christian mime	1	http://www.last.fm/tag/christian%20mime
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	allah approves	1	http://www.last.fm/tag/allah%20approves
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	muhammad had a penis	1	http://www.last.fm/tag/muhammad%20had%20a%20penis
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	does allah have a penis	1	http://www.last.fm/tag/does%20allah%20have%20a%20penis
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	queef noises	1	http://www.last.fm/tag/queef%20noises
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	i am ready to fuck her now	1	http://www.last.fm/tag/i%20am%20ready%20to%20fuck%20her%20now
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	sweet vagina	1	http://www.last.fm/tag/sweet%20vagina
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	verbal plenary inspiration	1	http://www.last.fm/tag/verbal%20plenary%20inspiration
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	erection inducing	1	http://www.last.fm/tag/erection%20inducing
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	breasts and vagina	1	http://www.last.fm/tag/breasts%20and%20vagina
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	i would explore that hole	1	http://www.last.fm/tag/i%20would%20explore%20that%20hole
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	i would like to spend an afternoon rubbing her breasts with warm mineral oil	1	http://www.last.fm/tag/i%20would%20like%20to%20spend%20an%20afternoon%20rubbing%20her%20breasts%20with%20warm%20mineral%20oil
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Planet Kolob	1	http://www.last.fm/tag/planet%20kolob
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Trip to Kolob	1	http://www.last.fm/tag/trip%20to%20kolob
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	muhammad approves	1	http://www.last.fm/tag/muhammad%20approves
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	taliban approved	1	http://www.last.fm/tag/taliban%20approved
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	club	1	http://www.last.fm/tag/club
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	A fashionable likeness of cylindrical awareness	1	http://www.last.fm/tag/a%20fashionable%20likeness%20of%20cylindrical%20awareness
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	KM	1	http://www.last.fm/tag/km
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	whore	1	http://www.last.fm/tag/whore
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	porno-grind	1	http://www.last.fm/tag/porno-grind
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	ladyparts	1	http://www.last.fm/tag/ladyparts
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	locohamster	1	http://www.last.fm/tag/locohamster
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	i want to see her boobs	1	http://www.last.fm/tag/i%20want%20to%20see%20her%20boobs
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	pretty genitalia	1	http://www.last.fm/tag/pretty%20genitalia
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	female woman lady	1	http://www.last.fm/tag/female%20woman%20lady
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	lady female	1	http://www.last.fm/tag/lady%20female
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	female lady	1	http://www.last.fm/tag/female%20lady
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	drochcore	1	http://www.last.fm/tag/drochcore
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	lady woman	1	http://www.last.fm/tag/lady%20woman
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	terrorized nitro-forced defecation	1	http://www.last.fm/tag/terrorized%20nitro-forced%20defecation
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	anal frustration	1	http://www.last.fm/tag/anal%20frustration
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	bonoistic	1	http://www.last.fm/tag/bonoistic
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	singing vaginas	1	http://www.last.fm/tag/singing%20vaginas
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	vzryv vagini	1	http://www.last.fm/tag/vzryv%20vagini
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	viking metal	1	http://www.last.fm/tag/viking%20metal
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	House	1	http://www.last.fm/tag/house
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	dance-pop	1	http://www.last.fm/tag/dance-pop
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	guilty pleasure	1	http://www.last.fm/tag/guilty%20pleasure
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	rock	1	http://www.last.fm/tag/rock
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Love	1	http://www.last.fm/tag/love
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	great	1	http://www.last.fm/tag/great
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	anal eyes	0	http://www.last.fm/tag/anal%20eyes
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	sunflower	0	http://www.last.fm/tag/sunflower
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	star academy	0	http://www.last.fm/tag/star%20academy
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	russian female	0	http://www.last.fm/tag/russian%20female
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	uitluisteren artist	0	http://www.last.fm/tag/uitluisteren%20artist
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Wiejskie disco	0	http://www.last.fm/tag/wiejskie%20disco
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	ukr	0	http://www.last.fm/tag/ukr
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	sugar walls	0	http://www.last.fm/tag/sugar%20walls
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	feminine cavern of love	0	http://www.last.fm/tag/feminine%20cavern%20of%20love
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	lovely	0	http://www.last.fm/tag/lovely
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	Put Your Records On	0	http://www.last.fm/tag/put%20your%20records%20on
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	ddt	0	http://www.last.fm/tag/ddt
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	how to destroy my anus	0	http://www.last.fm/tag/how%20to%20destroy%20my%20anus
09b19ddf-bbe1-4f9a-a0e0-eb5bd929847f	vaginal	0	http://www.last.fm/tag/vaginal
2f745f25-7681-4c44-b713-34d37a307575	russian	100	http://www.last.fm/tag/russian
2f745f25-7681-4c44-b713-34d37a307575	pop	83	http://www.last.fm/tag/pop
2f745f25-7681-4c44-b713-34d37a307575	female vocalists	54	http://www.last.fm/tag/female%20vocalists
2f745f25-7681-4c44-b713-34d37a307575	80s	45	http://www.last.fm/tag/80s
2f745f25-7681-4c44-b713-34d37a307575	Russian Pop	38	http://www.last.fm/tag/russian%20pop
2f745f25-7681-4c44-b713-34d37a307575	90s	17	http://www.last.fm/tag/90s
2f745f25-7681-4c44-b713-34d37a307575	kircore	17	http://www.last.fm/tag/kircore
2f745f25-7681-4c44-b713-34d37a307575	Degenerate jewish art	15	http://www.last.fm/tag/degenerate%20jewish%20art
2f745f25-7681-4c44-b713-34d37a307575	70s	10	http://www.last.fm/tag/70s
2f745f25-7681-4c44-b713-34d37a307575	Retro	9	http://www.last.fm/tag/retro
2f745f25-7681-4c44-b713-34d37a307575	Soviet	6	http://www.last.fm/tag/soviet
2f745f25-7681-4c44-b713-34d37a307575	doom metal	6	http://www.last.fm/tag/doom%20metal
2f745f25-7681-4c44-b713-34d37a307575	music to listen while pederasting	4	http://www.last.fm/tag/music%20to%20listen%20while%20pederasting
2f745f25-7681-4c44-b713-34d37a307575	sovetique	4	http://www.last.fm/tag/sovetique
2f745f25-7681-4c44-b713-34d37a307575	ussr	4	http://www.last.fm/tag/ussr
2f745f25-7681-4c44-b713-34d37a307575	soviet music	3	http://www.last.fm/tag/soviet%20music
2f745f25-7681-4c44-b713-34d37a307575	00s	3	http://www.last.fm/tag/00s
2f745f25-7681-4c44-b713-34d37a307575	legend	3	http://www.last.fm/tag/legend
2f745f25-7681-4c44-b713-34d37a307575	nostalgia	3	http://www.last.fm/tag/nostalgia
2f745f25-7681-4c44-b713-34d37a307575	primadonna	3	http://www.last.fm/tag/primadonna
2f745f25-7681-4c44-b713-34d37a307575	popsa	2	http://www.last.fm/tag/popsa
2f745f25-7681-4c44-b713-34d37a307575	the worst thing ever to happen to music	2	http://www.last.fm/tag/the%20worst%20thing%20ever%20to%20happen%20to%20music
2f745f25-7681-4c44-b713-34d37a307575	new wave	2	http://www.last.fm/tag/new%20wave
2f745f25-7681-4c44-b713-34d37a307575	female vocal	2	http://www.last.fm/tag/female%20vocal
2f745f25-7681-4c44-b713-34d37a307575	govno	2	http://www.last.fm/tag/govno
2f745f25-7681-4c44-b713-34d37a307575	Brutal Death Metal	2	http://www.last.fm/tag/brutal%20death%20metal
2f745f25-7681-4c44-b713-34d37a307575	female fronted oldschool kircore	2	http://www.last.fm/tag/female%20fronted%20oldschool%20kircore
2f745f25-7681-4c44-b713-34d37a307575	ktulchu zohavait vsex	2	http://www.last.fm/tag/ktulchu%20zohavait%20vsex
2f745f25-7681-4c44-b713-34d37a307575	bydlo	2	http://www.last.fm/tag/bydlo
2f745f25-7681-4c44-b713-34d37a307575	true neo-satanic pop	2	http://www.last.fm/tag/true%20neo-satanic%20pop
2f745f25-7681-4c44-b713-34d37a307575	LOL music	2	http://www.last.fm/tag/lol%20music
2f745f25-7681-4c44-b713-34d37a307575	funk	2	http://www.last.fm/tag/funk
2f745f25-7681-4c44-b713-34d37a307575	Music for Dolboebus	2	http://www.last.fm/tag/music%20for%20dolboebus
2f745f25-7681-4c44-b713-34d37a307575	romantic	1	http://www.last.fm/tag/romantic
2f745f25-7681-4c44-b713-34d37a307575	anal female death	1	http://www.last.fm/tag/anal%20female%20death
2f745f25-7681-4c44-b713-34d37a307575	violently gay	1	http://www.last.fm/tag/violently%20gay
2f745f25-7681-4c44-b713-34d37a307575	brutal apocalyptic black gothic doom metal	1	http://www.last.fm/tag/brutal%20apocalyptic%20black%20gothic%20doom%20metal
2f745f25-7681-4c44-b713-34d37a307575	Russia	1	http://www.last.fm/tag/russia
2f745f25-7681-4c44-b713-34d37a307575	Anal Destroy	1	http://www.last.fm/tag/anal%20destroy
2f745f25-7681-4c44-b713-34d37a307575	anal crocks	1	http://www.last.fm/tag/anal%20crocks
2f745f25-7681-4c44-b713-34d37a307575	anal jazz	1	http://www.last.fm/tag/anal%20jazz
2f745f25-7681-4c44-b713-34d37a307575	Eurovision Song Contest	1	http://www.last.fm/tag/eurovision%20song%20contest
2f745f25-7681-4c44-b713-34d37a307575	anal commandos	1	http://www.last.fm/tag/anal%20commandos
2f745f25-7681-4c44-b713-34d37a307575	Eurovision	1	http://www.last.fm/tag/eurovision
2f745f25-7681-4c44-b713-34d37a307575	anal voices	1	http://www.last.fm/tag/anal%20voices
2f745f25-7681-4c44-b713-34d37a307575	ru	1	http://www.last.fm/tag/ru
2f745f25-7681-4c44-b713-34d37a307575	eastern europe	1	http://www.last.fm/tag/eastern%20europe
2f745f25-7681-4c44-b713-34d37a307575	Error 404	1	http://www.last.fm/tag/error%20404
2f745f25-7681-4c44-b713-34d37a307575	dark-gop	1	http://www.last.fm/tag/dark-gop
2f745f25-7681-4c44-b713-34d37a307575	europe east	1	http://www.last.fm/tag/europe%20east
2f745f25-7681-4c44-b713-34d37a307575	russian metalcore	1	http://www.last.fm/tag/russian%20metalcore
2f745f25-7681-4c44-b713-34d37a307575	anal pop	1	http://www.last.fm/tag/anal%20pop
2f745f25-7681-4c44-b713-34d37a307575	legenda	1	http://www.last.fm/tag/legenda
2f745f25-7681-4c44-b713-34d37a307575	easy listening	1	http://www.last.fm/tag/easy%20listening
2f745f25-7681-4c44-b713-34d37a307575	rock	1	http://www.last.fm/tag/rock
2f745f25-7681-4c44-b713-34d37a307575	Love	1	http://www.last.fm/tag/love
2f745f25-7681-4c44-b713-34d37a307575	female vocalist	1	http://www.last.fm/tag/female%20vocalist
2f745f25-7681-4c44-b713-34d37a307575	electronic	1	http://www.last.fm/tag/electronic
2f745f25-7681-4c44-b713-34d37a307575	dance	1	http://www.last.fm/tag/dance
2f745f25-7681-4c44-b713-34d37a307575	grindcore	1	http://www.last.fm/tag/grindcore
2f745f25-7681-4c44-b713-34d37a307575	death metal	1	http://www.last.fm/tag/death%20metal
2f745f25-7681-4c44-b713-34d37a307575	Soundtrack	1	http://www.last.fm/tag/soundtrack
2f745f25-7681-4c44-b713-34d37a307575	powerviolence	1	http://www.last.fm/tag/powerviolence
2f745f25-7681-4c44-b713-34d37a307575	huy	1	http://www.last.fm/tag/huy
2f745f25-7681-4c44-b713-34d37a307575	Shit of stupid nigers	1	http://www.last.fm/tag/shit%20of%20stupid%20nigers
2f745f25-7681-4c44-b713-34d37a307575	Rossiya dlya Russkix	1	http://www.last.fm/tag/rossiya%20dlya%20russkix
2f745f25-7681-4c44-b713-34d37a307575	Sosni xuica bidlo	1	http://www.last.fm/tag/sosni%20xuica%20bidlo
2f745f25-7681-4c44-b713-34d37a307575	electronica	1	http://www.last.fm/tag/electronica
2f745f25-7681-4c44-b713-34d37a307575	emo	1	http://www.last.fm/tag/emo
2f745f25-7681-4c44-b713-34d37a307575	hardcore	1	http://www.last.fm/tag/hardcore
2f745f25-7681-4c44-b713-34d37a307575	rossia dlya russkix	1	http://www.last.fm/tag/rossia%20dlya%20russkix
2f745f25-7681-4c44-b713-34d37a307575	niger-shit	1	http://www.last.fm/tag/niger-shit
2f745f25-7681-4c44-b713-34d37a307575	True Cthulhu Metal	1	http://www.last.fm/tag/true%20cthulhu%20metal
2f745f25-7681-4c44-b713-34d37a307575	Female Fronted KirCore	1	http://www.last.fm/tag/female%20fronted%20kircore
2f745f25-7681-4c44-b713-34d37a307575	anal-pop	1	http://www.last.fm/tag/anal-pop
2f745f25-7681-4c44-b713-34d37a307575	retro kircore	1	http://www.last.fm/tag/retro%20kircore
2f745f25-7681-4c44-b713-34d37a307575	alternative pop	1	http://www.last.fm/tag/alternative%20pop
2f745f25-7681-4c44-b713-34d37a307575	phnglui   mglwnafh cthulhu rlyeh wgahnagl fhtagn	1	http://www.last.fm/tag/phnglui%20%20%20mglwnafh%20cthulhu%20rlyeh%20wgahnagl%20fhtagn
2f745f25-7681-4c44-b713-34d37a307575	rap-crap	1	http://www.last.fm/tag/rap-crap
2f745f25-7681-4c44-b713-34d37a307575	Phnglui mglwnafh Cthulhu Rlyeh wgahnagl fhtagn	1	http://www.last.fm/tag/phnglui%20mglwnafh%20cthulhu%20rlyeh%20wgahnagl%20fhtagn
2f745f25-7681-4c44-b713-34d37a307575	oh this anus oh this smell and taste ommmm	1	http://www.last.fm/tag/oh%20this%20anus%20oh%20this%20smell%20and%20taste%20ommmm
2f745f25-7681-4c44-b713-34d37a307575	fuckin shit	1	http://www.last.fm/tag/fuckin%20shit
2f745f25-7681-4c44-b713-34d37a307575	waste of valuable human sperm	1	http://www.last.fm/tag/waste%20of%20valuable%20human%20sperm
2f745f25-7681-4c44-b713-34d37a307575	Progressive rock	1	http://www.last.fm/tag/progressive%20rock
2f745f25-7681-4c44-b713-34d37a307575	cthulhu metal	1	http://www.last.fm/tag/cthulhu%20metal
2f745f25-7681-4c44-b713-34d37a307575	Oh my god you got my anus oh sooo sweety ohmmm	1	http://www.last.fm/tag/oh%20my%20god%20you%20got%20my%20anus%20oh%20sooo%20sweety%20ohmmm
2f745f25-7681-4c44-b713-34d37a307575	scum	1	http://www.last.fm/tag/scum
2f745f25-7681-4c44-b713-34d37a307575	deathcore	1	http://www.last.fm/tag/deathcore
2f745f25-7681-4c44-b713-34d37a307575	gopniki	1	http://www.last.fm/tag/gopniki
2f745f25-7681-4c44-b713-34d37a307575	experimental	1	http://www.last.fm/tag/experimental
2f745f25-7681-4c44-b713-34d37a307575	metalcore	1	http://www.last.fm/tag/metalcore
2f745f25-7681-4c44-b713-34d37a307575	emocore	1	http://www.last.fm/tag/emocore
2f745f25-7681-4c44-b713-34d37a307575	afa shit	1	http://www.last.fm/tag/afa%20shit
2f745f25-7681-4c44-b713-34d37a307575	rusian	1	http://www.last.fm/tag/rusian
2f745f25-7681-4c44-b713-34d37a307575	pizdec	1	http://www.last.fm/tag/pizdec
2f745f25-7681-4c44-b713-34d37a307575	legendy russkovo Rocka	1	http://www.last.fm/tag/legendy%20russkovo%20rocka
2f745f25-7681-4c44-b713-34d37a307575	moskovskoe gavno	1	http://www.last.fm/tag/moskovskoe%20gavno
2f745f25-7681-4c44-b713-34d37a307575	Utter Shit	1	http://www.last.fm/tag/utter%20shit
2f745f25-7681-4c44-b713-34d37a307575	ape-man	1	http://www.last.fm/tag/ape-man
2f745f25-7681-4c44-b713-34d37a307575	chuckchee nazi-rap	1	http://www.last.fm/tag/chuckchee%20nazi-rap
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	pop	100	http://www.last.fm/tag/pop
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	true neo-satanic pop	85	http://www.last.fm/tag/true%20neo-satanic%20pop
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	russian	82	http://www.last.fm/tag/russian
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	pederastcore	66	http://www.last.fm/tag/pederastcore
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	anal pop	63	http://www.last.fm/tag/anal%20pop
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	anal-driven fecalomatateus	61	http://www.last.fm/tag/anal-driven%20fecalomatateus
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	post-anal experience	61	http://www.last.fm/tag/post-anal%20experience
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	music to listen while pederasting	61	http://www.last.fm/tag/music%20to%20listen%20while%20pederasting
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	eblan4eg	51	http://www.last.fm/tag/eblan4eg
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	ktulchu zohavait vsex	47	http://www.last.fm/tag/ktulchu%20zohavait%20vsex
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	Russian Pop	46	http://www.last.fm/tag/russian%20pop
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	post-kircore	44	http://www.last.fm/tag/post-kircore
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	brutal anal-driven fecalomatateus with pederastic influence and guest vocalist dima bilan	38	http://www.last.fm/tag/brutal%20anal-driven%20fecalomatateus%20with%20pederastic%20influence%20and%20guest%20vocalist%20dima%20bilan
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	christian nsbm	34	http://www.last.fm/tag/christian%20nsbm
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	nazi scum	34	http://www.last.fm/tag/nazi%20scum
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	brutal anal-rocked chanson	28	http://www.last.fm/tag/brutal%20anal-rocked%20chanson
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	Eurovision	22	http://www.last.fm/tag/eurovision
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	male vocalists	22	http://www.last.fm/tag/male%20vocalists
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	1488	16	http://www.last.fm/tag/1488
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	gay-grind	15	http://www.last.fm/tag/gay-grind
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	kircore	14	http://www.last.fm/tag/kircore
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	the worst thing ever to happen to music	11	http://www.last.fm/tag/the%20worst%20thing%20ever%20to%20happen%20to%20music
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	sieg heil	10	http://www.last.fm/tag/sieg%20heil
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	waste of valuable human sperm	10	http://www.last.fm/tag/waste%20of%20valuable%20human%20sperm
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	grindcore	9	http://www.last.fm/tag/grindcore
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	white power	9	http://www.last.fm/tag/white%20power
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	kircore against communism	8	http://www.last.fm/tag/kircore%20against%20communism
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	popsa	7	http://www.last.fm/tag/popsa
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	Brutal Death Metal	7	http://www.last.fm/tag/brutal%20death%20metal
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	anal force	7	http://www.last.fm/tag/anal%20force
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	dance	7	http://www.last.fm/tag/dance
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	rnb	6	http://www.last.fm/tag/rnb
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	anal-distorted	6	http://www.last.fm/tag/anal-distorted
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	Gay Metal	6	http://www.last.fm/tag/gay%20metal
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	anal vocalist	5	http://www.last.fm/tag/anal%20vocalist
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	how to destroy my anus	4	http://www.last.fm/tag/how%20to%20destroy%20my%20anus
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	christian kircore	4	http://www.last.fm/tag/christian%20kircore
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	Dima Bilan	4	http://www.last.fm/tag/dima%20bilan
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	blue gay vocal	4	http://www.last.fm/tag/blue%20gay%20vocal
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	Oh my god you got my anus oh sooo sweety ohmmm	4	http://www.last.fm/tag/oh%20my%20god%20you%20got%20my%20anus%20oh%20sooo%20sweety%20ohmmm
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	male	4	http://www.last.fm/tag/male
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	piderastcore	4	http://www.last.fm/tag/piderastcore
8b86576e-1cf5-46c8-970a-a79d13c2e0f0	anal frustration	4	http://www.last.fm/tag/anal%20frustration
