15826	5452	1
18575	5452	1
10893	4132	1
33552	4132	1
46831	3399	1
26070	3399	1
8331	3399	1
17615	567	1
4972	567	1
725	567	1
81905	567	1
12228	1229	1
19044	1229	1
2579	1229	1
2060	1229	1
83319	1229	1
12113	1229	1
38119	4424	1
11962	4424	1
82256	3181	1
17972	3181	1
7559	3181	1
19086	6073	1
34186	1387	1
14636	1387	1
25879	1387	1
46831	1387	1
11062	1387	1
14898	1387	1
11593	1387	1
80388	1387	1
15066	1387	1
7892	1387	1
2847	1387	1
8542	1387	1
15421	1387	1
15060	1387	1
38185	1387	1
36320	1387	1
20905	1387	1
26597	1387	1
23240	1387	1
14259	1387	1
16093	1387	1
2439	1387	1
9752	757	1
1069	757	1
8906	3574	1
27514	3574	1
80051	3574	1
15758	3574	1
80050	3574	1
15757	3574	1
15754	3574	1
80049	3574	1
9991	3574	1
80052	3574	1
15756	3574	1
25618	6820	1
19381	4932	1
83652	4932	1
13840	4932	1
13557	4840	1
23571	6710	1
21758	1145	1
82806	1145	1
16614	1145	1
5180	1145	1
80903	1145	1
20861	1145	1
1860	1145	1
18523	5974	1
19983	6283	1
6445	2842	1
5666	2601	1
46330	7213	1
33863	7213	1
81076	4233	1
34860	4233	1
11241	4233	1
29541	4233	1
1814	1122	1
16790	5648	1
36366	7309	1
9331	3693	1
18798	6023	1
83075	6023	1
82399	5893	1
18115	5893	1
5086	1599	1
2932	1599	1
83709	6132	1
19426	6132	1
84476	4955	1
13924	4955	1
1224	837	1
5561	2562	1
14754	5183	1
17279	5739	1
81565	5739	1
32395	6738	1
34431	6738	1
24112	6738	1
84207	6205	1
19705	6205	1
5902	2667	1
14772	2198	1
4535	2198	1
1383	910	1
48197	4813	1
13453	4813	1
84967	3976	1
20105	3976	1
15087	3976	1
10300	3976	1
29150	3976	1
9935	3874	1
30379	3874	1
21098	3874	1
27466	3290	1
25234	3290	1
7985	3290	1
8887	3290	1
84999	3290	1
4750	736	1
17404	736	1
6386	736	1
15859	736	1
9851	736	1
21612	736	1
4298	736	1
80647	736	1
81632	736	1
18993	736	1
81477	736	1
5045	736	1
15121	736	1
61796	736	1
33618	736	1
16358	736	1
7920	736	1
81459	736	1
17342	736	1
83173	736	1
5500	736	1
24108	736	1
12503	736	1
81697	736	1
16334	736	1
3524	736	1
41224	736	1
24369	736	1
7615	736	1
80623	736	1
83279	736	1
7614	736	1
2606	736	1
6101	736	1
1033	736	1
83268	736	1
31784	736	1
30135	736	1
17189	736	1
18898	736	1
19004	736	1
25088	736	1
10910	736	1
11300	4005	1
10385	4005	1
19767	4005	1
35095	4005	1
13808	277	1
14562	277	1
292	277	1
17170	277	1
8346	277	1
22521	2944	1
6800	2944	1
43643	2190	1
4516	2190	1
21562	2818	1
6366	2818	1
20507	5094	1
14410	5094	1
80635	5094	1
80135	5094	1
16346	5094	1
15843	5455	1
81350	7609	1
17065	5695	1
31387	3967	1
10263	3967	1
40695	7408	1
15233	5309	1
27717	6935	1
21268	6540	1
21953	1283	1
33888	1283	1
80650	1283	1
83793	1283	1
84554	1283	1
2177	1283	1
6657	1283	1
82099	1283	1
16362	1283	1
84552	1283	1
29760	1283	1
31354	1283	1
9705	1283	1
6544	1283	1
22194	1283	1
84541	6246	1
19872	6246	1
28705	6986	1
84385	6227	1
22321	6227	1
19793	6227	1
81888	5794	1
17596	5794	1
7132	3044	1
23287	3044	1
2864	1577	1
83098	1577	1
18822	1577	1
18899	1577	1
83174	1577	1
45103	4728	1
13084	4728	1
23234	6679	1
17805	4074	1
32798	4074	1
10682	4074	1
82094	4074	1
32862	1664	1
6033	1664	1
3084	1664	1
10708	1664	1
5825	1664	1
84646	7821	1
24804	1207	1
28116	1207	1
15741	1207	1
7804	1207	1
80911	1207	1
9133	1207	1
21537	1207	1
7621	1207	1
22734	1207	1
2010	1207	1
24383	1207	1
83198	1207	1
80036	1207	1
15239	1207	1
16623	3664	1
9232	3664	1
20124	6326	1
14087	5004	1
14481	1786	1
3385	1786	1
60634	1786	1
1885	1158	1
37749	579	1
81488	579	1
9035	579	1
83478	579	1
4102	579	1
10290	579	1
2301	579	1
16493	579	1
5305	579	1
27869	579	1
26328	579	1
17548	579	1
19628	579	1
777	579	1
12605	579	1
11544	579	1
83188	579	1
26998	579	1
80783	579	1
31484	579	1
33635	579	1
8442	579	1
18912	579	1
19203	579	1
38174	579	1
17199	579	1
84060	579	1
84072	579	1
740	579	1
81838	579	1
24544	579	1
12479	1153	1
1876	1153	1
11955	2152	1
38046	2152	1
31202	2152	1
4404	2152	1
10200	2152	1
25963	3390	1
8289	3390	1
17797	5202	1
82087	5202	1
14818	5202	1
23948	768	1
7416	768	1
29799	768	1
1088	768	1
11402	768	1
35505	768	1
9718	768	1
2311	1327	1
30850	3918	1
10080	3918	1
30236	3918	1
84109	3918	1
19555	6165	1
83956	6165	1
23700	6718	1
4143	2056	1
1155	798	1
8821	2532	1
8891	2532	1
20840	2532	1
5929	2532	1
5498	2532	1
27472	2532	1
27247	2532	1
20707	2532	1
37408	2532	1
19746	6216	1
84297	6216	1
10262	3966	1
31384	3966	1
23080	3010	1
7039	3010	1
10100	3010	1
30910	3010	1
12894	4679	1
21071	6519	1
8107	3329	1
25518	3329	1
14470	5111	1
40153	380	1
81400	380	1
12766	380	1
27533	380	1
2816	380	1
23741	380	1
2843	380	1
2118	380	1
80277	380	1
83562	380	1
5310	380	1
84073	380	1
1006	380	1
5552	380	1
28128	380	1
81467	380	1
80892	380	1
17362	380	1
84475	380	1
82988	380	1
82450	380	1
12346	380	1
14011	380	1
6710	380	1
22308	380	1
8913	380	1
542	380	1
16603	380	1
445	380	1
15982	380	1
42828	380	1
83971	380	1
26773	380	1
24627	380	1
34774	380	1
18166	380	1
9139	380	1
81654	380	1
3338	380	1
14725	380	1
8611	380	1
7730	380	1
5268	380	1
41704	380	1
13590	4856	1
36663	7319	1
84142	7744	1
24640	3030	1
8231	3030	1
35166	3030	1
22685	3030	1
7736	3030	1
7094	3030	1
15074	3030	1
23192	3030	1
2406	1376	1
5665	1376	1
6876	2965	1
13348	4790	1
9888	3863	1
30244	3863	1
2032	1216	1
32850	1216	1
14614	2680	1
5930	2680	1
22306	2680	1
13818	4923	1
51910	4923	1
80191	7581	1
12375	4538	1
15902	4538	1
42588	7442	1
83809	6145	1
19482	6145	1
2673	1487	1
47298	4792	1
13354	4792	1
48263	7506	1
83759	6139	1
19450	6139	1
20983	1554	1
2830	1554	1
5240	1554	1
82588	1554	1
44890	1554	1
13054	1554	1
11918	1554	1
20602	1554	1
18298	5928	1
5663	2140	1
19600	2140	1
23672	2140	1
84943	2140	1
83926	2140	1
11413	2140	1
35541	2140	1
4369	2140	1
21917	2140	1
31785	2140	1
19490	2140	1
7298	2140	1
11699	4361	1
35541	4284	1
11413	4284	1
84943	4284	1
13504	4826	1
82133	5823	1
17849	5823	1
17735	5823	1
82024	5823	1
27650	3594	1
8955	3594	1
14017	4982	1
34066	4982	1
54135	4982	1
16316	3137	1
7381	3137	1
80604	3137	1
23867	3137	1
35831	7288	1
12164	4483	1
15312	5325	1
47700	5325	1
30985	5325	1
81972	5810	1
17680	5810	1
21777	6367	1
20300	6367	1
9707	3818	1
29763	3818	1
2985	1620	1
24038	1620	1
3226	1620	1
7456	1620	1
17093	5700	1
81380	5700	1
1631	1035	1
14858	5214	1
1178	806	1
9795	2211	1
29997	2211	1
4576	2211	1
81856	7624	1
17566	5792	1
4802	2295	1
11519	4317	1
84820	7845	1
4709	2262	1
36998	4370	1
11737	4370	1
16055	5491	1
80349	5491	1
11922	4411	1
37882	4411	1
27479	3569	1
8892	3569	1
14043	4992	1
27862	6942	1
36925	7324	1
33264	4111	1
10816	4111	1
2517	1415	1
14716	109	1
91	109	1
5295	2465	1
5630	2588	1
2483	1399	1
85	103	1
46796	2255	1
4694	2255	1
89302	7889	1
13511	4829	1
1804	1118	1
7285	817	1
23646	817	1
1193	817	1
926	676	1
7732	3228	1
24630	3228	1
4338	2123	1
26430	6868	1
32970	3002	1
10742	3002	1
23012	3002	1
7013	3002	1
19578	6170	1
15039	5259	1
4552	2200	1
1691	1062	1
80376	500	1
16081	500	1
617	500	1
35507	7279	1
83743	7682	1
34290	7234	1
84523	7234	1
26991	6892	1
1697	140	1
20884	140	1
11991	140	1
12908	140	1
6538	140	1
11947	140	1
11979	140	1
124	140	1
28242	140	1
12108	140	1
81223	140	1
30859	140	1
19421	140	1
84678	140	1
1787	140	1
20046	140	1
3054	140	1
10083	140	1
84570	140	1
83700	140	1
18140	140	1
13452	140	1
5270	140	1
7451	140	1
5250	140	1
32856	140	1
5573	140	1
13093	140	1
16940	140	1
39810	140	1
46973	140	1
17809	140	1
39799	140	1
82871	140	1
22482	140	1
82423	140	1
26188	140	1
5256	140	1
43821	140	1
20914	140	1
184	140	1
7202	140	1
38939	140	1
38013	140	1
17587	140	1
10705	140	1
14452	140	1
27231	140	1
82660	140	1
25461	140	1
41204	140	1
8082	140	1
81097	140	1
48195	140	1
82098	140	1
9181	140	1
6787	140	1
46233	140	1
23461	140	1
24031	140	1
80282	140	1
21941	140	1
2383	140	1
15756	4013	1
20865	4013	1
18587	4013	1
15988	4013	1
15754	4013	1
13979	4013	1
15758	4013	1
16812	4013	1
31893	4013	1
15757	4013	1
10418	4013	1
8376	3417	1
18373	3417	1
8814	2078	1
4208	2078	1
16440	1504	1
80730	1504	1
2710	1504	1
1883	1156	1
2630	1465	1
18488	1465	1
7314	1465	1
2919	1465	1
82773	1465	1
12640	4617	1
15604	5399	1
15767	783	1
1119	783	1
80061	783	1
9716	989	1
29789	989	1
1546	989	1
2619	989	1
4576	989	1
23034	989	1
22409	989	1
11537	4320	1
4799	1226	1
2050	1226	1
33628	7201	1
84520	7201	1
1001	724	1
13516	4831	1
14541	5131	1
15476	5131	1
34850	7259	1
18790	4632	1
12712	4632	1
83068	4632	1
2643	1471	1
2361	1351	1
3546	1838	1
3630	1838	1
34500	1838	1
