1	1096	1
1	1213	1
2	48	1
2	448	1
2	490	1
3	48	1
3	1106	1
4	48	1
4	1134	1
4	1136	1
4	1318	1
4	1362	1
5	48	1
5	1134	1
5	1136	1
5	1318	1
5	1362	1
6	571	1
6	688	1
6	1117	1
6	1146	1
7	86	1
7	154	1
7	1136	1
7	1146	1
8	48	1
8	556	1
8	557	1
8	1179	1
9	48	1
9	1024	1
9	1179	1
10	643	1
10	1401	1
11	360	1
11	1096	1
11	1367	1
12	47	1
12	488	1
12	1136	1
13	48	1
13	615	1
14	123	1
14	1122	1
14	1136	1
14	1146	1
15	48	1
15	363	1
15	642	1
15	688	1
15	991	1
15	1117	1
16	48	1
16	363	1
16	642	1
16	688	1
16	991	1
16	1117	1
17	548	1
18	360	1
18	1096	1
19	360	1
19	1096	1
20	48	1
21	48	1
22	48	1
22	635	1
22	1108	1
23	48	1
23	1098	1
23	1161	1
24	650	1
25	650	1
26	48	1
26	366	1
26	696	1
26	698	1
27	48	1
27	458	1
27	1098	1
28	48	1
28	688	1
29	48	1
29	1098	1
29	1272	1
30	154	1
30	526	1
30	635	1
31	86	1
31	123	1
31	688	1
31	1117	1
32	48	1
32	571	1
32	1312	1
33	358	1
33	650	1
33	1096	1
33	1186	1
33	1200	1
34	358	1
34	650	1
34	1096	1
34	1186	1
34	1200	1
35	1213	1
36	571	1
36	688	1
36	1117	1
37	696	1
37	972	1
38	643	1
39	643	1
40	635	1
40	1096	1
40	1213	1
41	45	1
41	48	1
41	991	1
41	1367	1
42	123	1
42	1424	1
43	46	1
43	48	1
43	444	1
43	489	1
44	59	1
44	153	1
44	326	1
44	598	1
44	1213	1
45	59	1
45	153	1
45	326	1
45	598	1
45	1213	1
46	48	1
46	192	1
46	688	1
47	48	1
47	192	1
47	1213	1
48	48	1
48	374	1
48	602	1
48	991	1
48	1116	1
49	86	1
49	123	1
49	686	1
49	688	1
49	966	1
50	48	1
50	686	1
51	153	1
51	154	1
51	635	1
51	1200	1
51	1213	1
52	940	1
52	1096	1
53	633	1
53	848	1
53	1161	1
54	1098	1
55	845	1
56	48	1
56	1116	1
56	1213	1
57	48	1
57	1116	1
57	1213	1
58	48	1
58	615	1
58	635	1
59	12	1
59	154	1
59	635	1
59	729	1
59	1146	1
60	154	1
60	635	1
60	1207	1
61	48	1
61	458	1
61	1098	1
61	1109	1
62	39	1
62	635	1
62	1120	1
62	1361	1
63	48	1
63	1334	1
64	48	1
64	1334	1
65	47	1
65	1024	1
66	48	1
66	154	1
66	570	1
66	571	1
66	1158	1
67	1118	1
69	1096	1
69	1301	1
70	360	1
70	726	1
70	1096	1
70	1200	1
70	1301	1
71	123	1
71	683	1
71	688	1
71	1117	1
72	490	1
72	683	1
72	688	1
73	526	1
73	686	1
73	1348	1
74	526	1
74	686	1
74	1348	1
75	526	1
75	686	1
75	1348	1
76	1096	1
76	1100	1
76	5956	1
77	48	1
78	48	1
79	47	1
79	643	1
79	1024	1
80	554	1
80	1092	1
80	1200	1
80	1213	1
