indie	13.2363578236231
indie	2.72838368840125
indie	1.32682347168851
rock	8.07254820406396
rock	3.37944318052528
rock	1.50743996756276
alternative	7.65614356592888
alternative	2.21642488241837
alternative	1.24328104995759
pop	1.82905460866096
pop	19.7511012190103
pop	1.06636361586744
female vocalists	1.91815254784997
female vocalists	12.093961515956
female vocalists	0.500921575699482
Hip-Hop	1.14114935204113
Hip-Hop	2.62476612005132
Hip-Hop	24.0685259295992
rap	0.57455828434621
rap	1.16195714979765
rap	15.5073777243196
hip hop	0.341210615559389
hip hop	0.650702041305978
hip hop	8.32401246426462
